articles, LinearSVC(, window=1800, threshold=1.0
24 - margin: 0.024722208870128097, score: 0.897597676454 (+/- 0.0503071048709), precision: 0.83731864712, recall: 0.897597676454, classes: {0: 3194, 1: 178, -1: 175}
25 - margin: 0.034115087544857356, score: 0.941326490014 (+/- 0.0341826396903), precision: 0.900871892085, recall: 0.941326490014, classes: {0: 3342, 1: 104, -1: 101}
26 - margin: 0.000342211120053646, score: 0.449486751015 (+/- 0.074647301272), precision: 0.46223460242, recall: 0.449486751015, classes: {0: 348, 1: 1647, -1: 1552}
27 - margin: 0.03883400232124614, score: 0.953740749582 (+/- 0.0331615329661), precision: 0.911393366639, recall: 0.953740749582, classes: {0: 3383, 1: 79, -1: 85}
28 - margin: 0.027396534466474592, score: 0.916219463675 (+/- 0.0448469709832), precision: 0.86306190962, recall: 0.916219463675, classes: {0: 3257, 1: 151, -1: 139}
29 - margin: 0.006458390975488815, score: 0.518556536962 (+/- 0.0980933007716), precision: 0.509721808032, recall: 0.518556536962, classes: {0: 1796, 1: 916, -1: 835}
30 - margin: 0.013201173261179937, score: 0.74473064375 (+/- 0.0919797475121), precision: 0.679470777937, recall: 0.74473064375, classes: {0: 2715, 1: 410, -1: 422}
31 - margin: 0.02500648058804607, score: 0.899574281849 (+/- 0.0485821174921), precision: 0.848846617867, recall: 0.899574281849, classes: {0: 3200, 1: 175, -1: 172}
32 - margin: 0.03155690019881678, score: 0.934270709 (+/- 0.0380510474267), precision: 0.890248274135, recall: 0.934270709, classes: {0: 3318, 1: 117, -1: 112}
33 - margin: 0.03748507953518475, score: 0.950073207607 (+/- 0.033233025823), precision: 0.905298933406, recall: 0.950073207607, classes: {0: 3372, 1: 87, -1: 88}
34 - margin: 0.013157876369598679, score: 0.744733826689 (+/- 0.091699980505), precision: 0.680301743514, recall: 0.744733826689, classes: {0: 2712, 1: 412, -1: 423}
35 - margin: 0.007855325469772327, score: 0.579746956314 (+/- 0.109201924669), precision: 0.552807471937, recall: 0.579746956314, classes: {0: 2081, 1: 760, -1: 706}
36 - margin: 0.03670882513906013, score: 0.947253123259 (+/- 0.0342452734503), precision: 0.900514730005, recall: 0.947253123259, classes: {0: 3363, 1: 92, -1: 92}
37 - margin: 0.03530924315250615, score: 0.944713933317 (+/- 0.0339263470252), precision: 0.90518090757, recall: 0.944713933317, classes: {0: 3353, 1: 97, -1: 97}
38 - margin: 0.008484801730381748, score: 0.601180074799 (+/- 0.108283240165), precision: 0.567910839023, recall: 0.601180074799, classes: {0: 2173, 1: 710, -1: 664}
39 - margin: 0.002487668863407535, score: 0.405245484205 (+/- 0.0388827105769), precision: 0.417837322458, recall: 0.405245484205, classes: {0: 732, 1: 1467, -1: 1348}
40 - margin: 0.000652804551196966, score: 0.448925757937 (+/- 0.0676779828217), precision: 0.464881846483, recall: 0.448925757937, classes: {0: 371, 1: 1639, -1: 1537}
41 - margin: 0.031642788228990734, score: 0.934835680751 (+/- 0.0377634145508), precision: 0.890784755323, recall: 0.934835680751, classes: {0: 3319, 1: 116, -1: 112}
42 - margin: 0.003588612470024635, score: 0.417918357603 (+/- 0.0276234700531), precision: 0.430552271124, recall: 0.417918357603, classes: {0: 1078, 1: 1292, -1: 1177}
43 - margin: 0.016942830619416496, score: 0.807613591151 (+/- 0.0754084875092), precision: 0.734236523131, recall: 0.807613591151, classes: {0: 2942, 1: 292, -1: 313}
44 - margin: 0.004521677563854838, score: 0.441308983847 (+/- 0.0608697214345), precision: 0.451113272273, recall: 0.441308983847, classes: {0: 1355, 1: 1155, -1: 1037}
45 - margin: 0.019989133943244704, score: 0.854721094931 (+/- 0.06301267194), precision: 0.789755721484, recall: 0.854721094931, classes: {0: 3070, 1: 238, -1: 239}
46 - margin: 0.012504829538046715, score: 0.726682581364 (+/- 0.0914454082529), precision: 0.663620487036, recall: 0.726682581364, classes: {0: 2663, 1: 435, -1: 449}
47 - margin: 0.008977864424916332, score: 0.619514601735 (+/- 0.103464917429), precision: 0.58353179854, recall: 0.619514601735, classes: {0: 2248, 1: 672, -1: 627}
48 - margin: 0.004595294227671545, score: 0.447228455479 (+/- 0.0617401156124), precision: 0.456214155132, recall: 0.447228455479, classes: {0: 1379, 1: 1140, -1: 1028}
49 - margin: 0.035212176410180665, score: 0.944432243177 (+/- 0.0337110360826), precision: 0.904424682246, recall: 0.944432243177, classes: {0: 3352, 1: 98, -1: 97}

articles, LinearSVC(
